Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,EloHome,EloAway
I2,05/06/05,Torino,Albinoleffe,3,1,H,2,1,H,1.2,5.0,10.0,1.2,5.25,10.0,1.17,5.0,10.0,1.15,5.2,10.0,,,,1.2,5.0,11.0,,,,,,,,,,,,,,,,,,,1546.72,1487.83
I2,05/06/05,Venezia,Catania,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.5,1482.63
I2,05/06/05,Vicenza,Bari,0,0,D,0,0,D,1.4,3.25,9.5,1.33,3.9,9.0,1.4,3.25,8.0,,,,,,,,,,,,,,,1.4,2.31,-0.5,,,,,,,,,,,1458.67,1492.73
I2,11/06/05,Albinoleffe,Perugia,0,1,A,0,1,A,,,,4.55,2.75,1.75,,,,,,,,,,4.75,3.0,1.73,,,,,,,,,,,,,,,,,,,1480.68,1590.66
I2,11/06/05,Arezzo,Vicenza,3,0,H,1,0,H,,,,2.0,2.55,4.15,2.05,2.6,4.0,,,,,,,2.0,2.62,4.0,,,,,,,,,,,,,,,,,,,1457.57,1456.33
I2,11/06/05,Ascoli,Modena,1,0,H,1,0,H,,,,2.2,2.6,3.4,2.2,2.6,3.5,,,,,,,2.2,2.62,3.4,,,,,,,,,,,,,,,,,,,1493.24,1554.2
I2,11/06/05,Bari,Empoli,4,1,H,2,0,H,,,,,,,5.0,1.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495.07,1602.54
I2,11/06/05,Catania,Cesena,2,0,H,1,0,H,,,,1.95,2.1,6.1,2.0,2.2,6.0,,,,,,,2.0,2.1,6.5,,,,,,,,,,,,,,,,,,,1482.88,1457.34
I2,11/06/05,Crotone,Salernitana,4,1,H,3,0,H,,,,,,,1.1,7.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.01,1477.54
I2,11/06/05,Genoa,Venezia,3,2,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.28,1389.25
I2,11/06/05,Ternana,Catanzaro,3,2,H,2,0,H,,,,,,,1.5,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.73,1330.56
I2,11/06/05,Treviso,Torino,0,1,A,0,0,D,,,,4.85,2.55,1.8,4.25,2.85,1.8,,,,,,,3.8,2.8,1.95,,,,,,,,,,,,,,,,,,,1524.4,1553.87
I2,11/06/05,Triestina,Pescara,3,0,H,1,0,H,,,,,,,1.65,3.0,5.0,,,,,,,1.7,3.2,4.5,,,,,,,,,,,,,,,,,,,1443.9,1426.6
I2,11/06/05,Verona,Piacenza,1,0,H,0,0,D,,,,2.2,2.2,4.1,2.2,2.2,4.5,,,,,,,2.2,2.25,4.5,,,,,,,,,,,,,,,,,,,1493.5,1477.81
