Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,EloHome,EloAway
SP1,02/05/04,Sociedad,Villarreal,2,2,D,1,1,D,1.8,3.25,4.0,1.75,3.3,4.5,1.8,3.1,3.8,1.67,3.4,4.33,1.73,3.3,4.2,1.72,3.25,4.2,1.67,3.4,4.33,1.95,1.75,2.0,1.8,2.05,1.7,-1.0,1.85,2.0,-0.75,1.9,2.0,-0.75,,,,,,,,1695.48,1671.6
SP1,02/05/04,Valencia,Betis,2,0,H,1,0,H,1.4,3.75,7.0,1.4,3.85,8.8,1.4,3.9,6.0,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.6,7.5,1.4,3.75,7.5,1.85,1.85,1.9,1.9,2.05,1.7,-1.25,1.8,2.05,-1.0,1.8,2.1,-1.0,,,,,,,,1833.63,1707.35
SP1,08/05/04,Celta,Barcelona,1,0,H,1,0,H,3.75,3.5,1.9,3.5,3.3,1.85,2.9,3.0,2.2,3.6,3.4,1.8,3.6,3.4,1.95,3.5,3.25,1.91,3.6,3.3,1.83,1.79,1.9,1.85,1.95,1.65,2.15,0.75,1.95,1.9,0.5,1.925,1.975,0.5,,,,,,,,1662.32,1843.51
SP1,08/05/04,Real Madrid,Mallorca,2,3,A,1,3,A,1.36,4.5,8.0,1.3,4.25,8.0,1.35,4.0,7.0,1.36,4.0,7.0,1.33,4.5,9.0,1.3,4.5,8.0,1.33,4.0,8.0,1.55,2.25,1.66,2.15,2.1,1.54,-1.5,2.05,1.8,-1.5,2.125,1.775,-1.5,,,,,,,,1839.2,1656.03
SP1,09/05/04,Ath Bilbao,Albacete,1,1,D,0,0,D,1.61,3.5,4.5,1.57,3.45,5.0,1.55,3.5,4.8,1.67,3.25,4.5,1.62,3.4,5.0,1.62,3.4,5.0,1.66,3.1,5.0,1.85,1.85,1.9,1.9,2.05,1.7,-1.0,1.9,1.95,-0.75,1.9,2.0,-0.75,,,,,,,,1731.4,1658.39
SP1,09/05/04,Espanol,La Coruna,2,0,H,1,0,H,2.2,3.25,2.75,2.15,3.25,2.8,2.2,3.1,2.8,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.88,2.25,3.2,2.75,1.95,1.75,2.0,1.8,1.55,2.3,0.0,1.9,1.95,-0.25,,,,,,,,,,,1648.13,1805.13
SP1,09/05/04,Malaga,Murcia,1,0,H,0,0,D,1.4,3.75,7.0,1.38,3.9,6.9,1.35,4.0,7.0,1.33,4.0,8.0,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.75,7.0,1.75,1.95,,,1.38,2.49,-0.5,,,,,,,,,,,,,,1682.5,1553.84
SP1,09/05/04,Santander,Ath Madrid,2,2,D,0,1,A,2.2,3.25,2.75,2.15,3.1,3.0,2.1,2.8,3.3,2.2,3.2,2.8,2.2,3.1,3.0,2.2,3.1,3.0,2.25,3.1,2.8,1.85,1.85,2.0,1.8,0.9,2.2,0.0,2.0,1.85,-0.25,2.05,1.85,-0.25,,,,,,,,1638.85,1688.41
SP1,09/05/04,Sevilla,Valencia,0,2,A,0,1,A,3.25,3.2,2.2,3.15,3.2,2.0,3.3,2.8,2.1,3.2,3.0,2.1,3.4,3.2,2.1,3.2,3.1,2.1,3.0,3.0,2.2,2.0,1.71,2.05,1.75,2.0,1.85,0.25,2.0,1.85,0.25,2.0,1.9,0.25,,,,,,,,1706.21,1838.97
SP1,09/05/04,Valladolid,Sociedad,2,2,D,1,2,A,2.37,3.1,2.62,2.25,3.2,2.7,2.3,3.0,2.7,2.25,3.0,2.88,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.1,2.75,1.85,1.85,2.0,1.8,1.65,2.15,0.0,2.05,1.8,-0.25,2.125,1.775,-0.25,,,,,,,,1608.34,1691.2
SP1,09/05/04,Villarreal,Betis,1,0,H,0,0,D,2.1,3.2,3.0,2.05,3.2,3.05,2.2,2.9,3.0,1.91,3.2,3.5,2.1,3.2,3.1,2.1,3.2,3.1,2.0,3.1,3.3,2.0,1.71,2.1,1.7,1.9,1.95,-0.25,1.95,1.9,-0.25,1.975,1.925,-0.25,,,,,,,,1675.88,1702.01
SP1,09/05/04,Zaragoza,Osasuna,1,0,H,0,0,D,2.0,3.2,3.2,1.95,3.25,3.25,1.75,3.3,3.8,1.91,3.2,3.5,2.0,3.2,3.3,2.0,3.2,3.3,2.0,3.1,3.3,2.05,1.65,2.1,1.7,1.67,2.1,-0.25,2.0,1.85,-0.5,2.1,1.8,-0.5,,,,,,,,1635.32,1680.7
SP1,14/05/04,Villarreal,Valencia,2,1,H,2,1,H,,,,,,,1.75,3.3,3.8,,,,,,,1.53,3.75,4.75,1.61,3.3,5.0,,,,,,,,,,,,,,,,,,,,,1685.76,1850.29
SP1,15/05/04,Betis,Valladolid,1,0,H,0,0,D,2.3,3.4,2.5,2.5,3.3,2.35,2.3,3.2,2.5,,,,2.3,3.4,2.6,2.3,3.4,2.6,2.3,3.3,2.6,1.9,1.79,1.95,1.85,1.42,2.35,0.5,,,,1.775,2.125,0.0,,,,,,,,1692.13,1607.72
SP1,15/05/04,La Coruna,Celta,3,0,H,3,0,H,2.6,3.4,2.25,,,,2.4,3.2,2.4,,,,,,,,,,2.5,3.4,2.3,,,1.95,1.85,,,,,,,1.8,2.1,0.25,,,,,,,,1790.6,1677.69
SP1,16/05/04,Albacete,Sevilla,1,4,A,0,1,A,2.37,3.1,2.62,2.35,3.15,2.6,2.0,3.2,3.1,2.38,3.0,2.75,,,,2.3,3.1,2.8,2.2,3.2,2.8,1.95,1.75,1.9,1.9,2.35,1.42,-0.5,,,,,,,,,,,,,,1664.15,1694.89
SP1,16/05/04,Ath Madrid,Zaragoza,1,2,A,0,0,D,1.72,3.4,4.0,1.7,3.4,4.2,1.8,3.1,3.8,1.73,3.4,4.0,1.75,3.4,4.0,1.75,3.4,4.0,1.72,3.25,4.2,1.85,1.85,1.85,1.95,2.05,1.8,-0.75,2.04,1.8,-0.75,1.95,1.95,-0.5,,,,,,,,1690.21,1645.87
SP1,16/05/04,Barcelona,Santander,1,0,H,1,0,H,1.33,4.0,8.0,1.33,4.25,7.5,1.45,3.8,5.4,1.4,4.0,6.5,1.36,4.2,7.0,1.36,4.2,7.0,1.36,4.0,7.0,1.65,2.05,1.75,2.05,1.85,2.0,-1.25,1.88,1.96,-1.25,,,,,,,,,,,1828.14,1637.05
SP1,16/05/04,Mallorca,Espanol,4,2,H,0,2,A,,,,,,,2.4,3.2,2.4,,,,,,,,,,2.5,2.75,2.8,1.65,2.05,1.7,2.1,,,,,,,,,,,,,,,,,1676.93,1662.66
SP1,16/05/04,Murcia,Real Madrid,2,1,H,2,0,H,7.0,3.75,1.4,7.5,4.25,1.33,5.4,3.5,1.5,6.0,3.75,1.44,7.5,4.0,1.44,6.5,4.0,1.4,6.5,4.2,1.36,1.65,2.05,,,,,,,,,,,,,,,,,,,1548.55,1818.3
SP1,16/05/04,Osasuna,Ath Bilbao,1,2,A,0,0,D,3.0,3.2,2.1,3.0,3.3,2.0,3.1,3.0,2.1,2.75,3.2,2.25,,,,,,,,,,2.0,1.71,2.05,1.75,,,,2.12,1.72,0.25,,,,,,,,,,,1670.15,1725.64
SP1,16/05/04,Sociedad,Malaga,1,1,D,0,0,D,1.83,3.4,3.5,1.7,3.4,4.2,1.7,3.3,4.0,1.8,3.25,3.75,1.75,3.4,4.0,1.75,3.4,4.0,1.72,3.4,4.0,1.9,1.79,1.9,1.9,1.7,1.88,-0.5,1.78,2.06,-0.5,,,,,,,,,,,1691.82,1687.79
SP1,23/05/04,Ath Bilbao,Ath Madrid,3,4,A,1,3,A,2.3,3.4,2.5,2.3,3.25,2.6,2.0,3.1,3.2,2.25,3.4,2.62,2.38,3.4,2.5,2.38,3.4,2.5,2.5,3.4,2.3,,,,,2.1,1.77,-0.25,,,,,,,,,,,,,,1739.73,1672.8
SP1,23/05/04,Celta,Mallorca,1,2,A,0,0,D,,,,,,,1.55,3.5,4.8,1.44,3.75,6.0,1.44,3.75,6.0,1.44,3.75,6.0,1.5,3.8,5.0,,,,,,,,,,,,,,,,,,,,,1672.02,1685.46
SP1,23/05/04,Espanol,Murcia,2,0,H,0,0,D,1.28,4.5,8.0,1.28,4.25,9.0,1.3,4.2,8.0,1.29,4.5,8.0,1.29,4.5,8.0,1.29,4.5,8.0,1.28,4.2,9.0,,,,,1.28,2.89,-0.5,,,,,,,,,,,,,,1654.13,1566.71
SP1,23/05/04,Malaga,Betis,2,3,A,2,0,H,1.9,3.25,3.4,1.9,3.2,3.5,1.9,3.1,3.5,1.83,3.2,3.75,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.1,3.6,,,,,1.9,1.67,-0.5,,,,2.1,1.8,-0.5,,,,,,,,1691.42,1698.56
SP1,23/05/04,Real Madrid,Sociedad,1,4,A,1,3,A,1.4,4.2,6.0,1.4,4.0,6.25,1.4,3.9,6.0,1.36,4.33,6.5,1.5,4.0,6.0,1.4,4.0,6.5,1.5,3.6,5.5,,,,,1.4,2.44,-0.5,,,,,,,,,,,,,,1800.14,1688.19
SP1,23/05/04,Santander,La Coruna,0,1,A,0,1,A,,,,,,,2.7,3.4,2.1,2.88,3.6,2.0,2.62,3.75,2.1,2.62,3.75,2.1,2.7,3.6,2.1,,,,,1.8,2.05,0.0,,,,1.85,2.05,0.0,,,,,,,,1633.11,1796.27
SP1,23/05/04,Sevilla,Osasuna,1,0,H,0,0,D,2.5,3.25,2.4,2.5,3.1,2.5,2.5,3.0,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,,,,,1.5,2.18,-0.5,,,,,,,,,,,,,,1709.85,1656.06
SP1,23/05/04,Valencia,Albacete,0,1,A,0,0,D,1.5,3.6,5.5,1.5,3.6,5.5,1.5,3.7,5.0,1.36,4.0,7.0,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.8,5.0,,,,,1.5,2.17,-0.5,,,,1.8,2.1,-1.0,,,,,,,,1835.49,1649.19
SP1,23/05/04,Valladolid,Villarreal,3,0,H,1,0,H,1.5,3.4,6.0,1.5,3.4,6.0,1.45,3.8,5.4,1.5,3.4,6.0,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.6,5.5,,,,,,,,,,,2.0,1.9,0.25,,,,,,,,1601.29,1700.56
SP1,23/05/04,Zaragoza,Barcelona,2,1,H,1,1,D,5.0,3.1,1.66,4.25,3.1,1.75,4.4,3.3,1.65,3.75,3.25,1.8,4.5,3.2,1.73,4.5,3.2,1.73,4.0,3.0,1.83,,,,,1.79,1.75,0.5,,,,,,,,,,,,,,1663.28,1832.08
